fixed_acidity,volatile_acidity,total_sulfur_dioxide,alcohol,quality,color
7.6,0.26,55.0,9.6,5,white
7.6,0.21,119.0,12.8,6,white
6.9,0.25,135.0,10.7,7,white
7.1,0.26,107.0,9.2,6,white
7.3,0.22,129.5,9.1,7,white
6.2,0.37,216.0,9.6,6,white
7.9,0.22,141.0,9.2,6,white
6.9,0.25,135.0,10.7,7,white
7.3,0.22,129.5,9.1,7,white
7.1,0.26,107.0,9.2,6,white
7.4,0.25,93.0,10.7,7,white
6.8,0.18,93.0,10.8,6,white
7.0,0.17,75.0,10.8,7,white
6.4,0.3,192.0,9.0,5,white
5.0,0.33,97.0,10.7,6,white
5.0,0.33,97.0,10.7,6,white
8.9,0.33,200.0,9.4,5,white
7.0,0.26,171.0,8.8,6,white
6.4,0.3,192.0,9.0,5,white
6.3,0.21,134.0,11.5,6,white
8.0,0.23,125.0,12.5,6,white
9.2,0.28,59.0,10.5,6,white
7.3,0.27,188.0,9.7,5,white
7.6,0.32,155.0,11.3,6,white
5.0,0.33,97.0,10.7,6,white
9.7,0.24,59.0,10.8,6,white
8.0,0.28,169.0,10.6,5,white
8.2,0.37,93.0,11.7,8,white
8.0,0.61,220.0,9.2,5,white
7.2,0.26,126.0,11.1,8,white
8.2,0.37,93.0,11.7,8,white
6.4,0.23,217.5,11.0,6,white
5.9,0.4,127.0,12.5,7,white
7.6,0.28,115.0,10.0,6,white
8.0,0.28,169.0,10.6,5,white
7.2,0.23,102.0,12.3,7,white
6.8,0.32,87.0,12.7,6,white
7.2,0.23,102.0,12.3,7,white
6.9,0.18,110.0,10.5,5,white
9.4,0.26,109.0,12.5,6,white
8.3,0.33,96.0,12.4,3,white
7.3,0.29,238.0,8.7,6,white
7.9,0.41,114.0,12.4,7,white
7.9,0.44,93.0,12.6,7,white
7.7,0.39,131.0,11.0,6,white
7.7,0.26,155.0,10.1,6,white
7.8,0.32,195.0,10.5,5,white
6.8,0.32,87.0,12.7,6,white
7.3,0.24,116.0,10.9,5,white
7.1,0.44,128.0,13.5,7,white
10.3,0.25,164.0,9.7,5,white
7.9,0.14,178.0,9.2,6,white
7.4,0.18,187.0,10.6,7,white
8.1,0.43,141.0,13.3,7,white
7.1,0.44,128.0,13.5,7,white
6.4,0.26,131.0,10.1,5,white
8.0,0.66,233.0,9.4,4,white
8.0,0.2,167.0,10.6,7,white
7.2,0.21,80.0,11.3,6,white
7.2,0.18,73.0,10.8,7,white
8.4,0.57,195.0,10.4,5,white
5.3,0.26,160.0,10.5,7,white
5.7,0.245,150.0,9.3,5,white
5.6,0.245,152.0,9.3,6,white
7.3,0.25,165.0,12.2,7,white
7.0,0.16,150.0,9.2,5,white
6.4,0.22,104.0,10.3,6,white
7.3,0.18,157.0,9.4,6,white
6.4,0.17,223.0,10.2,6,white
6.9,0.29,212.0,9.0,6,white
6.2,0.21,245.0,9.3,6,white
6.4,0.23,236.0,9.2,6,white
7.3,0.19,156.0,9.4,6,white
7.3,0.18,157.0,9.4,6,white
9.6,0.29,223.0,9.5,6,white
7.2,0.14,73.0,9.9,5,white
6.9,0.31,174.0,11.1,7,white
7.5,0.28,116.0,12.3,8,white
8.0,0.22,163.0,8.6,7,white
7.6,0.31,145.0,9.4,5,white
8.4,0.35,190.0,9.4,6,white
8.0,0.22,163.0,8.6,7,white
8.1,0.5,126.0,10.9,5,white
7.0,0.39,162.0,9.4,5,white
8.1,0.5,126.0,10.9,5,white
8.4,0.35,190.0,9.4,6,white
6.2,0.22,132.0,9.2,6,white
8.0,0.22,163.0,8.6,7,white
7.6,0.31,145.0,9.4,5,white
7.0,0.24,133.0,10.8,6,white
6.6,0.27,153.0,10.5,6,white
7.8,0.16,140.0,12.5,6,white
7.7,0.27,168.0,12.1,7,white
7.4,0.31,147.0,8.7,5,white
8.0,0.45,151.0,12.7,8,white
7.7,0.27,168.0,12.1,7,white
7.8,0.16,140.0,12.5,6,white
6.6,0.16,147.0,11.4,7,white
8.3,0.21,110.0,12.9,7,white
7.2,0.32,109.0,12.8,7,white
6.6,0.16,78.0,11.2,6,white
8.4,0.16,98.0,9.7,6,white
7.5,0.23,191.0,9.7,6,white
6.2,0.17,79.0,10.3,6,white
6.9,0.39,102.0,11.6,4,white
6.9,0.41,102.0,11.6,4,white
7.5,0.23,191.0,9.7,6,white
7.5,0.38,131.0,10.9,6,white
7.3,0.42,122.0,12.6,7,white
7.3,0.34,163.0,12.4,6,white
7.8,0.23,166.0,11.5,5,white
9.0,0.245,159.0,10.2,6,white
6.9,0.2,176.0,11.4,5,white
7.4,0.19,212.0,9.6,6,white
8.2,0.2,163.0,10.3,6,white
8.0,0.59,228.0,9.3,5,white
7.9,0.14,114.0,10.7,7,white
6.8,0.24,105.0,12.8,8,white
9.7,0.14,142.0,9.5,5,white
9.2,0.15,130.0,10.4,6,white
9.4,0.17,94.0,10.3,6,white
5.2,0.365,142.0,9.9,6,white
6.3,0.23,116.0,10.7,6,white
9.6,0.25,160.0,10.5,5,white
9.2,0.32,186.0,9.6,5,white
6.4,0.31,169.0,9.3,6,white
8.1,0.2,162.0,10.0,6,white
7.9,0.255,190.0,11.2,6,white
7.0,0.15,177.0,10.8,5,white
6.4,0.15,96.0,10.3,6,white
6.4,0.25,234.0,8.8,5,white
7.6,0.19,114.0,12.8,6,white
7.3,0.43,114.0,13.2,6,white
5.1,0.31,152.0,10.1,6,white
6.2,0.2,161.0,11.0,5,white
6.9,0.16,182.0,10.8,6,white
7.7,0.32,114.0,12.8,7,white
6.5,0.22,168.0,9.2,6,white
6.8,0.26,167.0,10.5,6,white
5.2,0.37,81.0,11.7,6,white
8.4,0.19,104.0,9.5,5,white
8.3,0.21,108.0,9.5,5,white
6.8,0.15,110.0,8.8,6,white
7.9,0.16,210.0,9.3,7,white
7.8,0.21,180.0,12.6,8,white
9.0,0.24,107.0,12.4,6,white
5.7,0.21,189.0,10.1,6,white
7.8,0.29,161.0,11.2,8,white
6.7,0.18,251.0,10.0,5,white
6.7,0.18,251.0,10.0,5,white
8.4,0.58,116.0,10.8,6,white
7.2,0.16,121.0,10.0,6,white
7.6,0.54,151.0,10.4,5,white
8.4,0.58,116.0,10.8,6,white
6.6,0.25,181.0,9.8,6,white
7.3,0.23,165.0,12.2,8,white
7.3,0.39,113.0,12.7,8,white
7.0,0.46,163.0,12.2,7,white
8.2,0.35,162.0,11.9,7,white
7.8,0.29,161.0,11.2,8,white
9.2,0.35,61.0,10.4,4,white
8.0,0.57,122.0,12.8,7,white
6.5,0.37,130.0,12.7,7,white
5.7,0.21,189.0,10.1,6,white
6.7,0.18,251.0,10.0,5,white
7.8,0.13,179.0,9.0,5,white
7.6,0.19,143.0,11.4,5,white
7.3,0.22,191.0,8.9,6,white
6.3,0.29,167.0,9.3,6,white
6.8,0.35,103.0,12.0,8,white
6.5,0.19,132.0,10.8,7,white
6.2,0.12,158.0,10.5,6,white
6.0,0.13,189.5,10.6,7,white
6.4,0.25,115.0,11.3,7,white
6.9,0.32,96.0,9.5,4,white
7.6,0.19,143.0,11.4,5,white
6.7,0.13,140.0,10.1,7,white
7.0,0.14,95.0,10.9,6,white
7.6,0.27,115.0,8.9,5,white
7.3,0.22,191.0,8.9,6,white
7.4,0.64,185.0,9.3,5,white
7.6,0.28,116.0,10.4,6,white
8.3,0.26,162.0,12.0,7,white
10.7,0.22,181.0,9.5,6,white
10.7,0.22,181.0,9.5,6,white
6.9,0.23,121.0,12.4,7,white
6.2,0.3,130.0,11.2,7,white
6.9,0.27,134.0,11.4,6,white
6.9,0.28,136.0,11.4,6,white
6.9,0.28,132.0,11.1,7,white
6.9,0.46,126.0,10.4,6,white
6.9,0.38,152.0,12.0,7,white
5.7,0.43,98.0,12.3,7,white
6.6,0.56,92.0,9.1,6,white
7.1,0.36,102.0,10.5,6,white
6.8,0.23,133.0,11.4,6,white
6.2,0.33,138.0,9.5,5,white
5.6,0.49,116.0,13.7,7,white
6.6,0.42,85.0,13.4,6,white
7.3,0.18,143.0,11.3,7,white
8.1,0.19,180.0,10.0,6,white
5.9,0.19,123.0,10.1,6,white
6.2,0.16,81.0,12.2,6,white
6.6,0.42,85.0,13.4,6,white
5.7,0.135,101.0,9.3,6,white
5.6,0.49,116.0,13.7,7,white
6.9,0.19,98.0,12.3,7,white
7.3,0.18,143.0,11.3,7,white
7.3,0.25,200.0,8.9,7,white
7.3,0.25,200.0,8.9,7,white
7.0,0.2,83.0,11.5,6,white
7.3,0.25,200.0,8.9,7,white
6.3,0.67,222.0,9.3,6,white
7.4,0.4,122.0,11.1,8,white
7.1,0.26,128.0,10.9,8,white
9.0,0.31,73.0,11.6,5,white
6.3,0.39,117.0,10.2,4,white
8.2,0.22,90.0,10.5,8,white
7.1,0.19,78.0,11.4,6,white
7.3,0.25,200.0,8.9,7,white
7.9,0.2,118.0,10.6,6,white
7.1,0.26,97.0,11.6,6,white
7.0,0.2,83.0,11.5,6,white
6.9,0.3,155.0,12.3,8,white
8.1,0.29,124.0,10.8,6,white
5.8,0.17,130.0,11.3,6,white
5.9,0.415,63.0,9.3,5,white
6.6,0.23,128.0,10.0,6,white
8.6,0.55,366.5,11.0,3,white
6.9,0.35,132.0,10.2,5,white
7.6,0.14,103.0,10.8,7,white
9.2,0.28,137.0,10.1,4,white
6.2,0.18,90.0,11.6,6,white
5.3,0.165,105.0,9.1,5,white
9.8,0.25,225.0,10.0,4,white
8.1,0.29,124.0,10.8,6,white
6.8,0.22,128.0,11.4,6,white
7.2,0.22,140.0,12.7,6,white
7.4,0.25,156.0,11.3,5,white
8.2,0.18,81.0,10.4,7,white
6.1,0.22,87.0,9.6,5,white
7.0,0.39,119.0,10.1,4,white
6.1,0.22,87.0,9.6,5,white
6.5,0.36,94.0,12.1,7,white
7.1,0.29,99.0,12.2,6,white
7.4,0.25,156.0,11.3,5,white
6.9,0.23,94.0,9.6,5,white
8.5,0.56,243.0,9.2,5,white
8.2,0.18,81.0,10.4,7,white
6.3,0.23,210.0,9.5,5,white
6.1,0.25,226.0,8.9,5,white
7.2,0.26,162.0,8.8,5,white
7.2,0.31,117.0,10.5,5,white
8.0,0.25,117.0,9.4,5,white
7.0,0.18,125.0,12.2,6,white
7.8,0.43,158.0,11.3,6,white
8.3,0.2,130.0,12.2,6,white
6.3,0.27,92.0,12.2,6,white
7.4,0.16,150.0,11.2,6,white
7.4,0.16,150.0,11.2,6,white
6.9,0.19,172.0,11.5,6,white
7.8,0.43,158.0,11.3,6,white
7.2,0.4,138.0,9.3,5,white
7.8,0.43,158.0,11.3,6,white
7.6,0.52,156.0,11.8,7,white
8.3,0.21,231.0,9.2,5,white
6.9,0.34,150.0,9.2,5,white
6.3,0.27,92.0,12.2,6,white
8.3,0.2,130.0,12.2,6,white
7.1,0.22,144.0,12.2,6,white
7.9,0.11,133.0,10.6,6,white
8.5,0.17,128.0,12.4,6,white
6.4,0.145,164.0,10.8,6,white
7.4,0.16,150.0,11.2,6,white
8.3,0.19,137.0,11.0,6,white
8.0,0.44,151.0,12.7,8,white
7.0,0.2,163.0,10.2,5,white
6.9,0.19,172.0,11.5,6,white
7.1,0.25,96.0,12.3,7,white
6.5,0.24,60.0,9.8,5,white
7.2,0.4,138.0,9.3,5,white
7.6,0.52,156.0,11.8,7,white
7.8,0.43,158.0,11.3,6,white
7.8,0.21,48.0,11.4,5,white
7.0,0.2,128.0,10.8,6,white
6.9,0.25,85.0,9.5,4,white
7.2,0.08,148.0,10.2,6,white
7.1,0.85,184.0,10.7,5,white
7.6,0.51,104.0,10.8,6,white
7.9,0.22,159.0,11.5,6,white
7.7,0.16,124.0,10.7,6,white
7.2,0.08,148.0,10.2,6,white
6.6,0.25,124.0,10.1,6,white
6.7,0.16,187.0,10.4,6,white
6.9,0.25,85.0,9.5,4,white
7.5,0.32,134.0,9.1,3,white
7.4,0.28,126.0,10.6,6,white
6.2,0.15,51.0,9.4,6,white
6.7,0.25,169.0,9.8,6,white
6.5,0.26,224.0,9.5,6,white
7.9,0.16,187.0,9.3,5,white
5.6,0.185,117.0,10.3,6,white
7.5,0.2,97.0,11.1,5,white
8.0,0.3,188.0,10.0,5,white
8.0,0.34,180.0,12.3,8,white
7.7,0.35,186.0,12.4,8,white
7.6,0.29,197.0,12.3,7,white
6.7,0.62,62.0,10.4,5,white
6.8,0.27,126.0,12.1,7,white
7.7,0.27,86.0,12.5,6,white
6.7,0.51,155.0,13.0,6,white
7.4,0.19,132.0,11.0,7,white
8.3,0.2,169.0,10.1,5,white
6.6,0.3,121.0,9.2,5,white
6.8,0.36,124.0,12.6,7,white
7.0,0.17,126.0,12.2,8,white
9.2,0.18,130.0,9.8,7,white
8.1,0.2,205.0,11.0,6,white
7.8,0.26,160.0,10.0,6,white
6.8,0.21,170.0,9.8,6,white
7.9,0.2,144.0,10.5,5,white
8.0,0.18,145.0,10.0,5,white
8.8,0.23,126.0,11.2,6,white
7.3,0.22,134.0,11.0,7,white
7.3,0.22,161.0,11.2,6,white
7.4,0.19,132.0,11.0,7,white
7.3,0.155,136.0,10.5,6,white
8.2,0.22,154.0,10.6,6,white
8.2,0.24,163.0,10.6,6,white
8.4,0.23,95.0,12.0,6,white
8.3,0.2,169.0,10.1,5,white
8.3,0.2,167.0,10.1,6,white
6.6,0.3,121.0,9.2,5,white
6.9,0.21,164.0,11.0,5,white
8.0,0.25,185.0,10.0,6,white
6.6,0.21,158.0,8.7,6,white
7.2,0.27,156.0,8.7,5,white
14.2,0.27,156.0,11.1,6,white
7.9,0.28,195.0,11.0,6,white
7.4,0.27,156.0,11.1,6,white
6.6,0.21,158.0,8.7,6,white
7.2,0.27,156.0,8.7,5,white
8.1,0.3,174.0,11.2,7,white
7.5,0.23,209.0,11.1,7,white
7.3,0.26,107.0,10.8,6,white
7.1,0.18,176.0,9.0,6,white
8.5,0.15,122.0,10.3,6,white
8.9,0.13,24.0,9.9,5,white
8.1,0.28,148.0,10.0,6,white
6.0,0.17,106.0,9.8,6,white
7.3,0.26,107.0,10.8,6,white
7.1,0.18,176.0,9.0,6,white
7.1,0.53,86.0,9.1,4,white
7.2,0.16,104.0,10.6,6,white
7.3,0.14,99.0,10.6,6,white
8.9,0.13,24.0,9.9,5,white
7.9,0.12,152.0,10.6,6,white
6.7,0.29,156.0,9.9,6,white
6.7,0.3,158.0,9.9,6,white
7.1,0.36,102.0,12.8,6,white
8.5,0.15,122.0,10.3,6,white
7.9,0.18,157.0,10.6,6,white
6.6,0.19,129.0,8.7,6,white
7.3,0.21,152.0,12.6,7,white
6.9,0.3,156.0,11.0,7,white
7.9,0.42,164.0,11.2,7,white
6.9,0.24,148.0,10.7,7,white
7.6,0.23,182.0,9.6,6,white
7.9,0.18,157.0,10.6,6,white
6.2,0.43,115.0,9.0,4,white
8.8,0.35,56.0,10.5,4,white
7.8,0.3,156.0,12.8,6,white
9.1,0.28,112.0,10.1,5,white
7.1,0.34,126.0,12.2,7,white
7.8,0.3,156.0,12.8,6,white
9.1,0.28,112.0,10.1,5,white
8.5,0.19,117.0,10.1,6,white
7.6,0.18,158.0,9.2,5,white
7.5,0.19,110.0,9.9,5,white
7.4,0.3,188.0,9.7,6,white
6.7,0.3,157.0,9.9,5,white
6.6,0.3,159.0,9.9,5,white
7.4,0.3,188.0,9.7,6,white
6.9,0.22,168.0,10.3,6,white
7.8,0.26,116.0,10.3,5,white
8.5,0.17,108.0,10.5,4,white
6.8,0.17,182.0,10.5,6,white
6.2,0.27,74.0,9.8,6,white
7.1,0.64,128.0,10.6,4,white
6.4,0.18,168.0,10.1,5,white
7.6,0.31,191.0,9.0,4,white
9.8,0.31,119.0,9.5,5,white
9.0,0.3,84.0,11.5,6,white
8.4,0.24,108.0,11.9,7,white
6.4,0.18,168.0,10.1,5,white
6.4,0.25,209.0,9.2,6,white
7.3,0.3,165.0,8.7,5,white
9.3,0.31,147.0,9.8,5,white
6.4,0.25,209.0,9.2,6,white
7.3,0.3,165.0,8.7,5,white
7.0,0.27,122.0,11.2,6,white
7.9,0.14,165.0,12.3,6,white
6.4,0.12,161.0,10.4,6,white
6.8,0.21,111.0,10.7,6,white
8.6,0.16,63.0,10.5,6,white
7.0,0.29,136.0,9.4,6,white
6.4,0.27,206.0,9.2,6,white
6.6,0.55,122.0,11.9,5,white
6.4,0.27,206.0,9.2,6,white
6.3,0.24,108.0,9.9,6,white
6.7,0.33,94.0,11.4,6,white
7.0,0.29,136.0,9.4,6,white
8.2,0.34,223.0,10.7,6,white
5.6,0.39,77.0,12.7,5,white
5.6,0.41,53.0,13.5,7,white
6.7,0.41,137.0,9.5,5,white
7.1,0.26,113.0,12.9,9,white
7.5,0.32,109.0,12.5,6,white
5.8,0.19,118.0,9.5,7,white
6.9,0.27,235.0,8.6,5,white
8.1,0.2,212.0,10.0,7,white
7.5,0.32,109.0,12.5,6,white
8.2,0.26,100.0,10.1,6,white
7.8,0.26,87.0,11.3,7,white
8.0,0.14,120.0,10.6,7,white
8.0,0.29,131.0,10.8,5,white
7.5,0.19,140.0,10.7,6,white
6.9,0.34,206.0,9.0,6,white
6.2,0.2,143.0,9.2,6,white
6.4,0.37,243.0,8.5,6,white
6.2,0.22,128.0,11.3,8,white
7.8,0.26,87.0,11.3,7,white
8.9,0.32,131.0,9.4,5,white
6.5,0.44,169.0,8.7,6,white
7.0,0.14,118.0,9.4,6,white
9.0,0.17,131.0,10.5,7,white
6.4,0.26,161.0,9.7,6,white
9.0,0.22,195.0,10.2,6,white
8.9,0.32,131.0,9.4,5,white
8.2,0.2,108.0,11.5,6,white
7.8,0.15,98.0,9.6,6,white
6.9,0.25,121.0,11.4,5,white
8.2,0.2,108.0,11.5,6,white
7.1,0.28,111.0,12.2,8,white
7.4,0.19,110.0,11.0,7,white
8.3,0.25,228.0,9.2,6,white
7.5,0.14,126.0,10.2,6,white
7.8,0.49,149.0,10.0,5,white
8.1,0.12,160.0,9.7,6,white
7.6,0.47,220.0,9.2,5,white
7.9,0.22,105.0,10.5,5,white
7.8,0.49,149.0,10.0,5,white
6.4,0.22,151.0,10.1,6,white
7.3,0.19,134.0,9.1,7,white
8.1,0.3,144.0,10.2,7,white
7.3,0.19,134.0,9.1,7,white
7.5,0.24,149.0,10.5,7,white
6.4,0.22,151.0,10.1,6,white
7.8,0.21,99.0,12.1,7,white
7.1,0.3,100.0,10.2,5,white
6.9,0.26,166.0,9.4,4,white
7.6,0.31,131.0,12.8,7,white
6.4,0.42,209.0,9.0,6,white
8.2,0.29,118.0,10.9,4,white
7.9,0.33,176.0,8.8,6,white
6.6,0.46,184.0,9.0,5,white
7.8,0.28,142.0,10.2,5,white
5.8,0.15,98.0,9.2,5,white
7.8,0.4,162.0,11.3,6,white
6.6,0.31,220.0,8.8,5,white
6.6,0.325,217.0,9.3,5,white
6.6,0.27,217.0,9.4,6,white
6.7,0.26,191.0,10.3,6,white
6.7,0.21,114.0,10.8,7,white
7.9,0.33,176.0,8.8,6,white
8.1,0.28,177.0,9.0,4,white
6.5,0.13,114.0,11.5,8,white
7.8,0.445,84.0,10.8,5,white
8.8,0.39,128.0,11.8,6,white
7.9,0.18,72.0,10.5,7,white
7.1,0.31,124.0,9.9,6,white
7.8,0.24,160.0,9.8,6,white
7.0,0.35,87.0,11.4,7,white
6.6,0.26,168.0,9.3,5,white
6.6,0.27,163.0,9.3,5,white
6.8,0.22,188.0,10.3,6,white
6.2,0.27,224.0,8.9,5,white
7.0,0.35,87.0,11.4,7,white
7.3,0.23,156.0,11.1,6,white
6.2,0.3,170.0,10.4,6,white
6.4,0.35,117.0,10.1,5,white
7.6,0.32,197.0,9.0,5,white
6.3,0.31,212.0,11.9,6,white
7.2,0.25,205.0,9.0,7,white
7.2,0.25,205.0,9.0,7,white
7.3,0.26,195.0,9.1,7,white
7.2,0.25,205.0,9.0,7,white
7.4,0.26,147.0,10.0,5,white
7.3,0.26,195.0,9.1,7,white
6.7,0.25,216.0,9.4,3,white
7.1,0.16,123.0,11.4,6,white
9.0,0.43,175.0,9.7,4,white
7.2,0.25,205.0,9.0,7,white
7.0,0.24,213.0,11.8,6,white
6.7,0.265,198.0,10.2,5,white
7.7,0.12,150.0,9.2,6,white
7.2,0.21,132.0,11.0,6,white
8.5,0.32,190.0,10.0,6,white
6.9,0.18,190.0,12.2,6,white
7.0,0.24,213.0,11.8,6,white
6.3,0.26,175.0,11.6,6,white
6.7,0.26,121.0,10.2,6,white
7.9,0.29,208.0,10.3,5,white
6.5,0.27,114.0,8.6,4,white
6.7,0.33,151.0,9.6,5,white
6.7,0.31,148.0,9.6,5,white
6.6,0.25,127.0,11.3,6,white
6.4,0.24,157.0,9.9,6,white
6.8,0.26,179.0,9.6,5,white
7.0,0.61,161.0,10.6,4,white
6.8,0.22,180.0,9.8,5,white
8.1,0.31,67.0,10.5,5,white
7.0,0.2,120.0,10.8,5,white
7.9,0.18,178.0,10.0,6,white
6.6,0.34,136.0,10.1,6,white
6.8,0.3,116.0,9.4,5,white
6.5,0.18,148.0,11.5,8,white
7.0,0.21,108.0,10.8,6,white
6.8,0.27,142.0,9.9,6,white
9.3,0.2,178.0,9.0,4,white
5.8,0.23,69.0,9.4,6,white
7.6,0.2,180.0,10.8,7,white
8.2,0.15,190.0,10.9,7,white
7.5,0.4,148.0,12.0,6,white
6.5,0.18,148.0,11.5,8,white
7.0,0.13,122.0,10.5,6,white
6.9,0.17,152.0,9.3,6,white
7.0,0.3,97.0,11.8,6,white
7.6,0.445,212.0,10.0,6,white
6.8,0.3,116.0,9.4,5,white
7.5,0.22,138.0,11.4,6,white
9.2,0.23,99.0,10.4,6,white
8.7,0.34,198.0,9.5,6,white
6.6,0.545,111.0,11.9,5,white
8.1,0.3,123.0,11.1,6,white
6.9,0.16,185.0,9.6,6,white
8.0,0.32,178.0,12.0,6,white
6.1,0.22,104.0,8.7,5,white
6.9,0.16,185.0,9.6,6,white
7.5,0.15,101.0,10.0,5,white
8.4,0.29,55.0,11.4,4,white
6.6,0.37,150.0,9.6,6,white
7.7,0.38,152.0,12.9,6,white
6.3,0.25,142.0,9.7,6,white
8.3,0.3,169.0,9.3,6,white
6.6,0.22,136.0,9.1,5,white
6.1,0.34,238.0,8.6,5,white
7.5,0.22,87.0,9.9,5,white
8.3,0.3,169.0,9.3,6,white
8.0,0.27,102.0,10.9,5,white
6.1,0.17,135.0,10.2,6,white
7.4,0.18,174.0,9.7,6,white
6.7,0.16,153.0,11.4,7,white
6.1,0.255,197.0,9.5,6,white
7.4,0.23,141.0,10.2,7,white
6.4,0.16,93.0,11.1,6,white
6.3,0.25,142.0,9.7,6,white
6.7,0.27,202.0,9.3,5,white
6.9,0.29,215.0,8.8,5,white
9.6,0.21,53.0,10.6,5,white
6.6,0.62,224.0,9.3,5,white
6.4,0.28,181.0,10.2,6,white
8.0,0.3,124.0,10.2,6,white
6.4,0.17,98.0,11.0,7,white
7.3,0.21,112.0,9.6,6,white
6.7,0.27,202.0,9.3,5,white
6.9,0.29,215.0,8.8,5,white
6.6,0.32,209.0,8.8,5,white
7.4,0.32,179.0,8.9,5,white
6.6,0.37,144.0,10.0,5,white
7.7,0.43,102.0,12.2,7,white
7.8,0.39,181.0,10.9,6,white
6.5,0.18,141.0,9.5,6,white
7.8,0.4,178.0,10.9,6,white
7.8,0.39,181.0,10.9,6,white
6.9,0.19,99.0,10.8,6,white
7.7,0.49,135.0,12.0,6,white
6.6,0.25,163.0,9.8,5,white
6.5,0.18,141.0,9.5,6,white
6.4,0.15,150.0,11.0,8,white
6.4,0.15,150.0,11.0,8,white
8.4,0.17,150.0,9.8,5,white
6.1,0.32,200.0,10.5,4,white
8.5,0.21,142.0,11.4,6,white
8.7,0.45,100.0,10.1,6,white
6.7,0.24,127.0,11.6,7,white
8.5,0.21,142.0,11.4,6,white
7.4,0.33,115.0,11.8,7,white
7.2,0.26,158.0,12.1,7,white
8.2,0.36,122.0,12.0,5,white
7.8,0.2,189.0,12.1,7,white
9.4,0.16,176.0,9.1,5,white
6.4,0.33,117.0,9.3,5,white
7.8,0.22,153.0,10.4,6,white
7.4,0.35,187.0,9.1,5,white
6.6,0.37,120.0,9.4,5,white
6.7,0.37,149.0,9.6,6,white
7.1,0.37,126.0,12.0,5,white
6.9,0.25,128.0,11.3,8,white
6.8,0.23,173.0,8.7,6,white
6.4,0.26,162.0,9.9,6,white
7.6,0.3,191.0,9.3,6,white
9.4,0.16,67.0,9.5,5,white
6.8,0.23,173.0,8.7,6,white
6.4,0.26,162.0,9.9,6,white
7.6,0.3,191.0,9.3,6,white
7.5,0.33,119.0,9.4,5,white
7.6,0.38,116.0,9.4,5,white
8.8,0.2,184.0,8.8,6,white
7.5,0.33,119.0,9.4,5,white
8.8,0.2,184.0,8.8,6,white
6.6,0.36,184.0,9.9,6,white
7.6,0.38,116.0,9.4,5,white
5.6,0.46,72.0,12.6,6,white
7.2,0.15,110.0,11.1,6,white
8.2,0.42,100.0,12.8,7,white
6.8,0.3,164.0,12.0,6,white
6.7,0.27,131.0,12.0,7,white
7.2,0.5,114.0,9.2,4,white
6.0,0.26,96.0,12.3,6,white
6.8,0.33,131.0,13.0,6,white
6.8,0.3,164.0,12.0,6,white
7.4,0.29,110.0,10.9,5,white
8.2,0.42,100.0,12.8,7,white
7.3,0.19,231.0,10.0,6,white
6.5,0.32,165.0,9.0,5,white
7.1,0.32,84.0,10.4,5,white
6.5,0.32,165.0,9.0,5,white
7.3,0.19,231.0,10.0,6,white
7.3,0.17,240.0,10.0,6,white
7.7,0.44,167.0,11.3,7,white
7.7,0.44,167.0,11.3,7,white
7.4,0.49,153.0,12.0,7,white
7.7,0.44,167.0,11.3,7,white
7.4,0.49,153.0,12.0,7,white
6.4,0.21,160.0,10.6,6,white
8.0,0.55,213.0,9.3,5,white
7.0,0.19,104.0,9.4,6,white
7.2,0.24,102.0,11.0,7,white
6.5,0.34,247.0,9.3,6,white
7.0,0.19,104.0,9.4,6,white
6.9,0.18,164.0,10.5,5,white
7.2,0.24,102.0,11.0,7,white
8.2,0.18,249.0,9.5,6,white
8.3,0.28,139.0,11.2,6,white
6.1,0.34,94.0,12.3,6,white
7.4,0.44,157.0,9.0,5,white
7.6,0.26,180.0,9.0,5,white
7.4,0.44,157.0,9.0,5,white
8.7,0.49,243.0,9.0,5,white
7.0,0.24,189.0,11.4,6,white
7.1,0.25,181.0,11.0,7,white
6.1,0.34,94.0,12.3,6,white
6.4,0.18,127.0,10.4,7,white
8.3,0.27,107.0,10.3,5,white
6.8,0.24,172.0,10.5,7,white
8.0,0.22,197.0,9.8,6,white
10.0,0.91,181.0,10.0,4,white
8.9,0.34,176.0,9.7,5,white
8.9,0.33,171.0,9.7,5,white
8.0,0.22,197.0,9.8,6,white
6.7,0.18,161.0,10.5,6,white
7.8,0.2,186.0,10.0,6,white
7.3,0.13,104.0,11.5,7,white
6.6,0.28,202.0,9.5,5,white
7.1,0.25,122.0,10.5,6,white
7.6,0.36,142.0,10.2,6,white
7.6,0.27,199.0,9.8,6,white
6.9,0.37,137.0,11.6,6,white
7.4,0.21,144.0,11.8,7,white
8.2,0.18,140.0,10.1,7,white
6.3,0.19,163.0,10.3,6,white
7.0,0.21,168.0,10.4,6,white
5.8,0.33,166.0,8.9,5,white
5.8,0.33,166.0,8.9,5,white
7.9,0.29,154.0,10.8,5,white
6.6,0.31,165.0,9.2,5,white
8.0,0.19,140.0,9.6,6,white
8.0,0.2,78.0,10.4,6,white
8.0,0.25,248.0,8.7,6,white
7.2,0.2,103.0,9.2,6,white
7.7,0.3,213.0,9.2,5,white
7.2,0.2,103.0,9.2,6,white
7.7,0.3,213.0,9.2,5,white
7.7,0.3,213.0,9.2,5,white
6.4,0.22,124.0,10.2,5,white
7.2,0.2,103.0,9.2,6,white
7.0,0.53,107.0,9.0,5,white
